price,model,energy,gear_box,kilometers,year,zip_code,cylinder,horsepower,picture,origin,firstCirculationDate,technicalControl,firstHand,owners,externalColor,internalColor,doors,seats,length,trunkVolumeRange,ratedHorsePower,pollutionNorm,critAir,co2,page
54 390 €,LAND ROVER RANGE ROVER IV,Diesel,Automatique,132 980 km,2017,87 ‌,3,258,https://image-annonce.lacentrale.fr/480x369/E112289586_STANDARD_0.jpg?version=1683881089,France,06/03/2017,Requis,Non,3,Noir,Noir,5,5,5 m,Moyen Coffre,16 CV,EURO6,2,E,246
19 940 €,MINI PACEMAN phase 2,Diesel,Manuelle,94 282 km,2017,64 ‌,2,143,https://image-annonce.lacentrale.fr/480x369/E112289553_STANDARD_0.jpg?version=1683888812,France,03/04/2017,Requis,Non,2,Midnight Grey,,3,4,4,11 m,Petit coffre,7 CV,EURO6,2,C,246
38 860 €,DS 7 CROSSBACK,Diesel,Automatique,63 918 km,2022,17 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112289585_STANDARD_0.jpg?version=1683887176,France,30/10/2022,Non requis,Oui,,Bleu,Gris,5,5,4,60 m,Moyen Coffre,7 CV,EURO6,2,D,246
14 160 €,CITROEN C3 III phase 2,Diesel,Manuelle,63 043 km,2021,88 ‌,1.5,102,https://image-annonce.lacentrale.fr/480x369/E112289288_STANDARD_0.jpg?version=1683898405,France,27/11/2021,Non requis,Non,,Noir Perla Nera (N),,5,5,4 m,Grand coffre,5 CV,EURO6,2,B,246
32 760 €,PEUGEOT 3008 II,Diesel,Automatique,64 997 km,2019,62 ‌,2,180,https://image-annonce.lacentrale.fr/480x369/E112289571_STANDARD_0.jpg?version=1683899007,France,23/08/2019,Non requis,Oui,,Gris,,5,5,4,45 m,Moyen Coffre,9 CV,EURO6,2,C,246
31 700 €,MERCEDES CLASSE A IV,Essence,Automatique,78 080 km,2019,28 ‌,1.3,200,https://image-annonce.lacentrale.fr/480x369/E112288948_STANDARD_0.jpg?version=1683897367,France,07/06/2019,Non requis,Non,,Blanc polaire,,5,5,4,42 m,Grand coffre,8 CV,EURO6,1,B,246
25 740 €,VOLKSWAGEN T-CROSS,Essence,Manuelle,14 143 km,2023,56 ‌,1,95,https://image-annonce.lacentrale.fr/480x369/E112289190_STANDARD_0.jpg?version=1683900196,France,23/09/2023,Non requis,Non,,Reflet d'Argent métallisée,,5,5,4,11 m,Moyen Coffre,5 CV,EURO6,1,C,246
27 280 €,BMW X1 F48,Essence,Automatique,68 587 km,2020,92 ‌,1.5,140,https://image-annonce.lacentrale.fr/480x369/E112290380_STANDARD_0.jpg?version=1683887123,France,27/10/2020,Non requis,Oui,,bleu,,5,5,4,45 m,Moyen Coffre,7 CV,EURO6,1,C,246
18 130 €,PEUGEOT 308 II phase 2,Diesel,Automatique,136 367 km,2020,91 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112290354_STANDARD_0.jpg?version=1683899922,France,03/12/2020,Non requis,Oui,,bleu,,5,5,4,25 m,Grand coffre,6 CV,EURO6,2,A,246
21 590 €,DACIA SANDERO 3 STEPWAY,Essence,Manuelle,13 054 km,2023,34 ‌,1,92,https://image-annonce.lacentrale.fr/480x369/E112289410_STANDARD_0.jpg?version=1683890683,France,21/09/2023,Non requis,Non,,NOIRE,,5,5,4,10 m,Grand coffre,5 CV,EURO6,1,B,246
16 780 €,PEUGEOT 2008 phase 2,Essence,Manuelle,29 239 km,2017,62 ‌,1.2,110,https://image-annonce.lacentrale.fr/480x369/E112289502_STANDARD_0.jpg?version=1683886744,France,25/02/2017,Requis,Non,6,Gris Artense,,5,4,4,16 m,Moyen Coffre,5 CV,EURO3,3,B,246
59 980 €,SUZUKI ACROSS,Hybrides,Automatique,1 125 km,2023,37 ‌,2.5,185,https://image-annonce.lacentrale.fr/480x369/E112289602_STANDARD_0.jpg?version=1683895107,France,03/11/2023,Non requis,Oui,,GRAY METAL,Gris,5,5,4,63 m,Moyen Coffre,10 CV,EURO6,1,A,247
27 910 €,VOLKSWAGEN TAIGO,Essence,Manuelle,15 668 km,2023,56 ‌,1,110,https://image-annonce.lacentrale.fr/480x369/E112289192_STANDARD_0.jpg?version=1683882246,France,21/04/2023,Non requis,Non,,Gris Cendré,,5,5,4,27 m,Moyen Coffre,6 CV,EURO6,1,C,247
23 190 €,RENAULT CLIO V,Hybrides,Automatique,35 700 km,2022,13 ‌,1.6,140,https://image-annonce.lacentrale.fr/731x553/E112289533_360EXTERIEUR_0.jpg?version=1683888772,France,05/05/2022,Non requis,Oui,,Blanc,,5,5,4,05 m,Grand coffre,5 CV,EURO6,1,A,247
37 380 €,VOLVO XC60 II,Diesel,Automatique,140 617 km,2019,16 ‌,2,190,https://image-annonce.lacentrale.fr/480x369/E112289577_STANDARD_0.jpg?version=1683885023,France,22/06/2019,Non requis,Non,2,Noir,Noir,5,5,4,69 m,Moyen Coffre,11 CV,EURO6,2,D,247
25 820 €,RENAULT CAPTUR II,Essence,Manuelle,4 510 km,2023,38 ‌,1.3,140,https://image-annonce.lacentrale.fr/480x369/E112287760_STANDARD_0.jpg?version=1683888812,France,17/04/2023,Non requis,Non,,Orange Atacama/Noir Etoile,,5,5,4,23 m,Moyen Coffre,7 CV,EURO6,1,C,247
22 790 €,CITROEN C3 III phase 2,Essence,Manuelle,23 km,2023,69 ‌,1.2,83,https://image-annonce.lacentrale.fr/480x369/E112290224_STANDARD_0.jpg?version=1683886743,France,12/05/2023,Non requis,Non,,blanc,gris,5,5,4 m,Grand coffre,4 CV,EURO6,1,C,247
17 900 €,OPEL CORSA VI,Essence,Manuelle,18 109 km,2023,28 ‌,1.2,75,https://image-annonce.lacentrale.fr/480x369/E112289526_STANDARD_0.jpg?version=1683899645,France,07/05/2023,Non requis,Oui,,Gris,Sellerie tissu Fresez,5,5,4,06 m,Grand coffre,4 CV,EURO6,1,B,247
47 850 €,VOLKSWAGEN CADDY V,Diesel,Automatique,12 100 km,2023,56 ‌,2,122,https://image-annonce.lacentrale.fr/480x369/E112289188_STANDARD_0.jpg?version=1683880247,France,02/01/2024,Non requis,Oui,,Mojave Beige métallisé,,5,5,4,50 m,Grand coffre,6 CV,EURO6,2,C,247
48 140 €,VOLKSWAGEN TIGUAN II phase 2,Hybrides,Automatique,7 743 km,2022,56 ‌,1.4,245,https://image-annonce.lacentrale.fr/480x369/E112289211_STANDARD_0.jpg?version=1683895106,France,04/10/2022,Non requis,Non,,Blanc,,5,5,4,51 m,Moyen Coffre,8 CV,EURO6,1,A,247
22 020 €,FORD FIESTA VI,Essence,Manuelle,4 373 km,2022,59 ‌,1,125,https://image-annonce.lacentrale.fr/480x369/E112289530_STANDARD_0.jpg?version=1683877183,France,30/11/2022,Non requis,Oui,,Gris Lunaire,,5,5,4,04 m,Grand coffre,6 CV,EURO6,1,B,247
62 380 €,DS 4 II,Hybrides,Automatique,4 296 km,2024,17 ‌,1.6,225,https://image-annonce.lacentrale.fr/480x369/E112289576_STANDARD_0.jpg?version=1683900196,France,10/03/2024,Non requis,Oui,,Rouge,Gris,4,5,4,40 m,Grand coffre,10 CV,EURO6,1,A,247
25 630 €,SKODA KAMIQ,Essence,Manuelle,8 783 km,2023,56 ‌,1,110,https://image-annonce.lacentrale.fr/480x369/E112289213_STANDARD_0.jpg?version=1683877184,France,25/04/2023,Non requis,Oui,,Gris Graphite métallisée,,5,5,4,24 m,Petit coffre,6 CV,EURO6,1,C,247
58 840 €,MERCEDES GLC,Hybrides,Automatique,25 771 km,2021,60 ‌,4,300,https://image-annonce.lacentrale.fr/480x369/E112289522_STANDARD_0.jpg?version=1683895944,Importé,06/06/2021,Non requis,Non,,Blanc polaire,,5,,,,10 CV,,Euro 1 et avant,A,247
24 620 €,AUDI A1 II SPORTBACK,Essence,Manuelle,37 656 km,2020,13 ‌,1,95,https://image-annonce.lacentrale.fr/480x369/E112289316_STANDARD_0.jpg?version=1683893913,France,05/01/2021,Non requis,Oui,,Noir,Noir,5,5,4,03 m,Grand coffre,5 CV,EURO6,1,B,247
29 520 €,DS 3 CROSSBACK,Électrique,Automatique,40 703 km,2021,28 ‌,50,136,https://image-annonce.lacentrale.fr/480x369/E112289584_STANDARD_0.jpg?version=1683880066,France,08/02/2021,Non requis,Oui,,Cristal Peal (N),Tissu,5,5,4,12 m,Petit coffre,4 CV,EURO6,0,A,247
57 370 €,PORSCHE MACAN,Essence,Automatique,106 238 km,2017,06 ‌,3,340,https://image-annonce.lacentrale.fr/480x369/W102663013_STANDARD_0.jpg?version=1683884119,Importé,05/02/2017,Requis,Non,,noir metal,cuir noir,5,5,4,68 m,Moyen Coffre,23 CV,EURO6,1,F,247
11 740 €,RENAULT KANGOO II EXPRESS phase 2,Diesel,Manuelle,101 285 km,2020,35 ‌,1.5,75,https://image-annonce.lacentrale.fr/480x369/E112290156_STANDARD_0.jpg?version=1683887124,France,10/01/2021,Non requis,Oui,,blanc,,4,3,4,28 m,,5 CV,EURO6,2,B,248
20 320 €,PEUGEOT 308 II phase 2,Diesel,Automatique,113 901 km,2020,59 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112290178_STANDARD_0.jpg?version=1683887124,France,30/09/2020,Non requis,Oui,,bleu,,5,5,4,25 m,Grand coffre,6 CV,EURO6,2,A,248
24 180 €,PEUGEOT 308 II phase 2,Diesel,Manuelle,89 772 km,2019,31 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112290060_STANDARD_0.jpg?version=1683888932,France,04/07/2019,Non requis,Oui,,gris,,5,5,4,25 m,Grand coffre,6 CV,EURO6,2,A,248
11 780 €,DACIA SANDERO II STEPWAY,Essence,Manuelle,74 314 km,2016,94 ‌,0.9,90,https://image-annonce.lacentrale.fr/480x369/E112290309_STANDARD_0.jpg?version=1683887520,France,15/06/2016,Requis,Oui,,blanc,,5,5,4,08 m,Grand coffre,5 CV,EURO5,1,C,248
23 080 €,PEUGEOT 3008 II,Diesel,Manuelle,63 056 km,2019,91 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112290364_STANDARD_0.jpg?version=1683886906,France,15/11/2019,Non requis,Oui,,ECRU,,5,5,4,45 m,Moyen Coffre,6 CV,EURO6,2,B,248
38 270 €,JEEP GRAND CHEROKEE IV phase 2,Diesel,Automatique,98 235 km,2017,78 ‌,3,250,https://image-annonce.lacentrale.fr/480x369/E112290344_STANDARD_0.jpg?version=1683887520,France,22/03/2017,Requis,Non,4,noir,noir,5,5,4,88 m,Moyen Coffre,16 CV,EURO6,2,E,248
28 730 €,PEUGEOT 2008 II,Essence,Manuelle,30 411 km,2022,59 ‌,1.2,130,https://image-annonce.lacentrale.fr/480x369/E112290421_STANDARD_0.jpg?version=1683895267,France,26/03/2022,Non requis,Non,2,gris clair,DRAP,5,5,4,30 m,Moyen Coffre,7 CV,EURO6,1,C,248
13 420 €,MERCEDES CLASSE B II,Diesel,Manuelle,148 482 km,2012,78 ‌,1.8,200,https://image-annonce.lacentrale.fr/480x369/E112290346_STANDARD_0.jpg?version=1683886906,France,07/05/2012,Requis,Non,2,gris,beige,5,5,4,36 m,Moyen Coffre,7 CV,EURO5,2,B,248
17 080 €,PEUGEOT 2008 phase 2,Diesel,Manuelle,52 675 km,2020,69 ‌,1.5,100,https://image-annonce.lacentrale.fr/480x369/E112290200_STANDARD_0.jpg?version=1683896397,France,13/09/2020,Non requis,Oui,,gris,,5,5,4,16 m,Moyen Coffre,5 CV,EURO6,2,A,248
18 700 €,RENAULT MEGANE IV ESTATE,Essence,Manuelle,103 136 km,2020,31 ‌,1.3,140,https://image-annonce.lacentrale.fr/480x369/E112290077_STANDARD_0.jpg?version=1683888771,France,03/11/2020,Non requis,Oui,,gris,noir,5,5,4,63 m,Grand coffre,7 CV,EURO6,1,C,248
20 980 €,RENAULT GRAND SCENIC IV,Diesel,Automatique,93 941 km,2018,35 ‌,1.6,160,https://image-annonce.lacentrale.fr/480x369/E112290191_STANDARD_0.jpg?version=1683887123,France,04/02/2018,Requis,Non,,gris,,5,5,4,64 m,Moyen Coffre,8 CV,EURO6,2,C,248
12 270 €,PEUGEOT 208 phase 2,Diesel,Manuelle,97 028 km,2017,92 ‌,1.6,99,https://image-annonce.lacentrale.fr/480x369/E112290392_STANDARD_0.jpg?version=1683899645,France,16/08/2017,Requis,Oui,,gris,,5,5,3,97 m,Grand coffre,4 CV,EURO6,2,A,248
21 380 €,CITROEN C5 AIRCROSS,Essence,Manuelle,41 231 km,2020,91 ‌,1.2,131,https://image-annonce.lacentrale.fr/480x369/E112290361_STANDARD_0.jpg?version=1683887124,France,06/11/2020,Non requis,Oui,,rouge,,5,5,4,50 m,Moyen Coffre,7 CV,EURO6,1,B,248
10 620 €,PEUGEOT 5008,Diesel,Manuelle,188 750 km,2013,67 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112290261_STANDARD_0.jpg?version=1683886691,France,15/04/2013,Requis,Oui,,gris foncé,,5,7,4,53 m,Grand coffre,8 CV,EURO5,2,D,248
12 280 €,CITROEN C3 ENTREPRISE III,Essence,Manuelle,50 143 km,2020,67 ‌,1.2,82,https://image-annonce.lacentrale.fr/480x369/E112290356_STANDARD_0.jpg?version=1683886906,France,02/01/2021,Non requis,Oui,,ECRU,,5,2,4 m,,4 CV,EURO6,1,A,248
15 790 €,PEUGEOT 308 II phase 2,Essence,Automatique,114 003 km,2019,31 ‌,1.2,130,https://image-annonce.lacentrale.fr/480x369/E112290069_STANDARD_0.jpg?version=1683889052,France,04/08/2019,Non requis,Oui,,noir,,5,5,4,25 m,Grand coffre,7 CV,EURO6,1,B,248
12 740 €,RENAULT TWINGO III,Essence,Manuelle,53 551 km,2019,44 ‌,0.9,90,https://image-annonce.lacentrale.fr/480x369/E112288711_STANDARD_0.jpg?version=1683883501,France,23/01/2020,Non requis,Non,,Gris Lunaire,,5,4,3,60 m,Moyen Coffre,5 CV,EURO6,1,B,249
36 870 €,RENAULT ARKANA,Hybrides,Automatique,27 034 km,2022,44 ‌,1.6,145,https://image-annonce.lacentrale.fr/480x369/E112288714_STANDARD_0.jpg?version=1683880247,France,14/09/2022,Non requis,Non,,Blanc Perle,,5,5,4,57 m,Moyen Coffre,5 CV,EURO6,1,,249
32 010 €,RENAULT ARKANA,Hybrides,Automatique,36 545 km,2022,44 ‌,1.6,145,https://image-annonce.lacentrale.fr/480x369/E112288700_STANDARD_0.jpg?version=1683880011,France,28/07/2022,Non requis,Non,,Noir Métal,,5,5,4,57 m,Moyen Coffre,5 CV,EURO6,1,,249
23 970 €,DACIA DUSTER II phase 2,Bicarburation essence / gpl,Manuelle,8 451 km,2023,44 ‌,1,100,https://image-annonce.lacentrale.fr/480x369/E112288712_STANDARD_0.jpg?version=1683888812,France,06/06/2023,Non requis,Non,,Blanc Glacier,,5,5,4,34 m,Moyen Coffre,5 CV,EURO6,1,C,249
20 710 €,RENAULT CLIO V,Essence,Manuelle,22 938 km,2022,38 ‌,1,90,https://image-annonce.lacentrale.fr/480x369/E112287772_STANDARD_0.jpg?version=1683879107,France,11/03/2022,Non requis,Non,,Rouge Flamme,,5,5,4,05 m,Grand coffre,5 CV,EURO6,1,B,249
31 840 €,RENAULT KADJAR phase 2,Essence,Automatique,26 568 km,2023,44 ‌,1.3,140,https://image-annonce.lacentrale.fr/480x369/E112288713_STANDARD_0.jpg?version=1683888322,France,02/01/2024,Non requis,Non,,Noir Etoilé,,5,5,4,49 m,Moyen Coffre,7 CV,EURO6,1,C,249
8 460 €,PEUGEOT 308,Essence,Manuelle,58 823 km,2012,91 ‌,1.6,120,https://image-annonce.lacentrale.fr/480x369/E112288708_STANDARD_0.jpg?version=1683883819,France,05/02/2012,Requis,Non,,NOIR,GRIS,5,5,4,28 m,Moyen Coffre,7 CV,EURO5,1,D,249
23 610 €,RENAULT MEGANE IV phase 2,Diesel,Manuelle,17 276 km,2023,44 ‌,1.5,115,https://image-annonce.lacentrale.fr/480x369/E112288721_STANDARD_0.jpg?version=1683880913,France,14/04/2023,Non requis,Non,,Gris Titanium,,5,5,4,36 m,Moyen Coffre,6 CV,EURO6,2,B,249
23 580 €,RENAULT CLIO V,Diesel,Manuelle,5 912 km,2021,79 ‌,1.5,115,https://image-annonce.lacentrale.fr/480x369/E112288671_STANDARD_0.jpg?version=1683877183,France,07/08/2021,Non requis,Non,,Rouge Flamme,,5,5,4,05 m,Grand coffre,5 CV,EURO6,2,B,249
12 060 €,RENAULT TWINGO III phase 2,Essence,Manuelle,22 463 km,2020,79 ‌,1,65,https://image-annonce.lacentrale.fr/480x369/E112288668_STANDARD_0.jpg?version=1683897828,France,10/04/2020,Non requis,Non,,Blanc Cristal,,5,4,3,61 m,Moyen Coffre,4 CV,EURO6,1,A,249
21 380 €,RENAULT MEGANE IV ESTATE phase 2,Diesel,Manuelle,50 437 km,2022,44 ‌,1.5,115,https://image-annonce.lacentrale.fr/480x369/E112288723_STANDARD_0.jpg?version=1683877530,France,21/05/2022,Non requis,Non,,Bleu Cosmos,,5,5,4,63 m,Grand coffre,6 CV,EURO6,2,C,249
26 860 €,MINI III 5P,Essence,Automatique,35 044 km,2021,50 ‌,1.5,136,https://image-annonce.lacentrale.fr/480x369/E112288707_STANDARD_0.jpg?version=1683881466,France,05/04/2021,Non requis,Non,,Moonwalk Grey,,5,5,3,98 m,Grand coffre,7 CV,EURO6,1,C,249
23 080 €,RENAULT KADJAR phase 2,Essence,Automatique,43 984 km,2021,54 ‌,1.3,140,https://image-annonce.lacentrale.fr/480x369/E112288663_STANDARD_0.jpg?version=1683880715,France,24/10/2021,Non requis,Oui,,GRIS C,NOIR,5,5,4,49 m,Moyen Coffre,7 CV,EURO6,1,D,249
12 520 €,CITROEN C1 II,Essence,Manuelle,41 268 km,2021,44 ‌,1,72,https://image-annonce.lacentrale.fr/480x369/E112288709_STANDARD_0.jpg?version=1683878546,France,12/01/2022,Non requis,Non,,Gris Gallium (M),,3,4,3,47 m,Moyen Coffre,4 CV,EURO6,1,A,249
14 010 €,NISSAN PULSAR,Essence,Automatique,92 837 km,2017,57 ‌,1.2,115,https://image-annonce.lacentrale.fr/480x369/E112286617_STANDARD_0.jpg?version=1683893913,France,30/09/2017,Requis,Non,3,blanc,noir,5,5,4,39 m,Grand coffre,6 CV,EURO6,1,B,249
20 860 €,RENAULT CLIO V,Diesel,Manuelle,33 840 km,2022,79 ‌,1.5,101,https://image-annonce.lacentrale.fr/480x369/E112288669_STANDARD_0.jpg?version=1683888322,France,18/12/2022,Non requis,Non,,Gris Platine,,5,5,4,05 m,Grand coffre,5 CV,EURO6,2,B,249
22 240 €,PEUGEOT 5008 II,Diesel,Manuelle,91 919 km,2018,92 ‌,1.6,120,https://image-annonce.lacentrale.fr/480x369/E112290402_STANDARD_0.jpg?version=1683898406,France,29/07/2018,Requis,Oui,,blanc,,5,7,4,64 m,Grand coffre,6 CV,EURO6,2,B,250
24 180 €,VOLKSWAGEN GOLF VIII,Essence,Manuelle,141 324 km,2021,69 ‌,1,110,https://image-annonce.lacentrale.fr/480x369/E112290375_STANDARD_0.jpg?version=1683888086,France,29/01/2022,Non requis,Oui,,gris,,5,5,4,28 m,Grand coffre,6 CV,EURO6,1,C,250
10 580 €,FORD FIESTA VI,Diesel,Manuelle,118 190 km,2019,86 ‌,1.5,85,https://image-annonce.lacentrale.fr/480x369/E112290423_STANDARD_0.jpg?version=1683888322,France,20/06/2019,Non requis,Non,2,bleu,,5,5,4,04 m,Grand coffre,4 CV,EURO6,2,A,250
10 290 €,CITROEN C4 II phase 2,Essence,Manuelle,100 917 km,2016,27 ‌,1.2,110,https://image-annonce.lacentrale.fr/480x369/E112290432_STANDARD_0.jpg?version=1683895106,France,12/05/2016,Requis,Non,2,vert foncé,noir,5,5,4,33 m,Grand coffre,6 CV,EURO6,1,B,250
19 360 €,RENAULT CLIO V,Diesel,Manuelle,31 601 km,2022,59 ‌,1.5,85,https://image-annonce.lacentrale.fr/480x369/E112290400_STANDARD_0.jpg?version=1683887176,France,26/08/2022,Non requis,Oui,,blanc,DRAP,5,5,4,05 m,Grand coffre,4 CV,EURO6,2,B,250
261 050 €,MERCEDES-AMG GT phase 2,Essence,Automatique,30 448 km,2020,06 ‌,4,585,https://image-annonce.lacentrale.fr/480x369/E112285517_STANDARD_0.jpg?version=1683883819,France,01/07/2020,Non requis,Oui,,gris,,3,2,4,55 m,,51 CV,EURO6,1,G,250
40 450 €,JAGUAR XJ II,Diesel,Automatique,124 021 km,2018,93 ‌,3,300,https://image-annonce.lacentrale.fr/480x369/E112290431_STANDARD_0.jpg?version=1683899822,France,02/04/2018,Requis,Non,4,gris foncé,marron,4,5,5,13 m,Grand coffre,19 CV,EURO6,2,D,250
28 330 €,PEUGEOT 5008 II,Essence,Automatique,97 482 km,2021,92 ‌,1.2,130,https://image-annonce.lacentrale.fr/480x369/E112290401_STANDARD_0.jpg?version=1683887123,France,16/06/2021,Non requis,Oui,,bleu,,5,7,4,64 m,Grand coffre,6 CV,EURO6,1,D,250
16 220 €,RENAULT CAPTUR phase 2,Diesel,Manuelle,57 860 km,2020,59 ‌,1.5,90,https://image-annonce.lacentrale.fr/480x369/E112290412_STANDARD_0.jpg?version=1683887123,France,13/06/2020,Non requis,Oui,,gris,DRAP,5,5,4,12 m,Moyen Coffre,5 CV,EURO6,2,B,250
31 060 €,VOLKSWAGEN TRANSPORTER VI phase 2,Diesel,Manuelle,117 208 km,2021,32 ‌,2,150,https://image-annonce.lacentrale.fr/480x369/E112285117_STANDARD_0.jpg?version=1683889053,France,22/03/2021,Non requis,Oui,,Candy White,Titanium Black/Titanium Black- Palladium/Black,4,3,4,90 m,,7 CV,EURO6,2,E,250
16 220 €,RENAULT SCENIC IV,Diesel,Manuelle,150 114 km,2019,69 ‌,1.5,110,https://image-annonce.lacentrale.fr/480x369/E112290387_STANDARD_0.jpg?version=1683888811,France,13/09/2019,Non requis,Oui,,gris,,5,5,4,41 m,Moyen Coffre,5 CV,EURO6,2,A,250
12 930 €,RENAULT TWINGO III,Essence,Manuelle,47 040 km,2019,86 ‌,0.9,90,https://image-annonce.lacentrale.fr/480x369/E112290395_STANDARD_0.jpg?version=1683887176,France,05/11/2019,Non requis,Oui,,bleu,,5,4,3,60 m,Moyen Coffre,5 CV,EURO6,1,B,250
28 100 €,VOLKSWAGEN GOLF VII,Diesel,Automatique,55 926 km,2017,16 ‌,2,184,https://image-annonce.lacentrale.fr/480x369/E112290442_STANDARD_0.jpg?version=1683888812,France,06/03/2017,Requis,Non,2,blanc,noir,5,5,4,27 m,Grand coffre,10 CV,EURO6,2,C,250
20 340 €,RENAULT MEGANE IV,Essence,Manuelle,54 174 km,2020,59 ‌,1.3,140,https://image-annonce.lacentrale.fr/480x369/E112290411_STANDARD_0.jpg?version=1683887176,France,31/05/2020,Non requis,Oui,,platine,DRAP,5,5,4,36 m,Grand coffre,7 CV,EURO6,1,C,250
21 230 €,TOYOTA AURIS II phase 2,Hybrides,Automatique,85 934 km,2019,92 ‌,1.8,136,https://image-annonce.lacentrale.fr/480x369/E112290379_STANDARD_0.jpg?version=1683886906,France,12/04/2019,Requis,Oui,,bleu,,5,5,4,33 m,Moyen Coffre,5 CV,EURO6,1,A,250
24 580 €,PEUGEOT 3008 II,Diesel,Automatique,92 684 km,2020,69 ‌,1.5,130,https://image-annonce.lacentrale.fr/480x369/E112290377_STANDARD_0.jpg?version=1683897490,France,29/08/2020,Non requis,Oui,,noir,,5,5,4,45 m,Moyen Coffre,6 CV,EURO6,2,B,250
18 290 €,RENAULT CLIO V,Diesel,Manuelle,31 974 km,2021,54 ‌,1.5,85,https://image-annonce.lacentrale.fr/480x369/E112286492_STANDARD_0.jpg?version=1683881089,France,19/12/2021,Non requis,Oui,,gris,,5,5,4,05 m,Grand coffre,4 CV,EURO6,2,B,251
24 050 €,KIA PROCEED III,Diesel,Automatique,60 900 km,2020,70 ‌,1.6,136,https://image-annonce.lacentrale.fr/480x369/E112288791_STANDARD_0.jpg?version=1683894914,France,31/03/2020,Non requis,Oui,,BORDEAUX,,5,5,4,61 m,Grand coffre,7 CV,EURO6,2,B,251
36 870 €,RENAULT ARKANA,Hybrides,Automatique,27 034 km,2022,44 ‌,1.6,145,https://image-annonce.lacentrale.fr/480x369/E112288714_STANDARD_0.jpg?version=1683880247,France,14/09/2022,Non requis,Non,,Blanc Perle,,5,5,4,57 m,Moyen Coffre,5 CV,EURO6,1,,251
28 220 €,AUDI A1 phase 2,Essence,Automatique,40 355 km,2018,93 ‌,1.8,192,https://image-annonce.lacentrale.fr/480x369/E112286524_STANDARD_0.jpg?version=1683885799,France,30/01/2019,Requis,Non,2,noir,,3,4,3,97 m,Grand coffre,10 CV,EURO6,1,C,251
26 820 €,PEUGEOT 3008 II,Essence,Manuelle,83 322 km,2019,70 ‌,1.2,130,https://image-annonce.lacentrale.fr/480x369/E112288801_STANDARD_0.jpg?version=1683880011,France,18/02/2019,Requis,Non,,NOIRE,,5,5,4,45 m,Moyen Coffre,7 CV,EURO6,1,C,251
15 550 €,CITROEN C3 III,Essence,Manuelle,78 716 km,2018,57 ‌,1.2,110,https://image-annonce.lacentrale.fr/480x369/E112288838_STANDARD_0.jpg?version=1683896909,France,05/12/2018,Requis,Oui,,Ktv noir perla nera,,5,5,4 m,Grand coffre,5 CV,EURO6,1,B,251
30 390 €,VOLKSWAGEN GOLF VII phase 2,Hybrides,Automatique,40 205 km,2021,06 ‌,1.4,204,https://image-annonce.lacentrale.fr/480x369/E112288792_STANDARD_0.jpg?version=1683897490,France,30/01/2022,Non requis,Non,,Noir Intense,,5,5,4,28 m,Moyen Coffre,8 CV,EURO6,1,,251
21 120 €,MERCEDES CLASSE A III,Essence,Manuelle,81 250 km,2015,85 ‌,1.6,180,https://image-annonce.lacentrale.fr/480x369/E112288825_STANDARD_0.jpg?version=1683881644,France,22/11/2015,Requis,Non,,Blanc Cirrus,,5,5,4,29 m,Moyen Coffre,7 CV,EURO5,1,C,251
42 240 €,RENAULT KOLEOS II phase 2,Essence,Automatique,4 416 km,2023,31 ‌,1.3,160,https://image-annonce.lacentrale.fr/480x369/E112285816_STANDARD_0.jpg?version=1683890683,France,12/01/2024,Non requis,Oui,,gris,,5,5,4,67 m,Moyen Coffre,8 CV,EURO6,1,D,251
30 950 €,TOYOTA COROLLA XII phase 2,Hybrides,Automatique,11 km,2024,42 ‌,1.8,122,https://image-annonce.lacentrale.fr/480x369/E112288748_STANDARD_0.jpg?version=1683877952,France,30/08/2024,Non requis,Non,,Noir,,5,5,4,37 m,Moyen Coffre,5 CV,EURO6,1,B,251
29 100 €,TOYOTA YARIS CROSS,Hybrides,Automatique,13 222 km,2023,42 ‌,1.5,116,https://image-annonce.lacentrale.fr/480x369/E112288770_STANDARD_0.jpg?version=1683885799,France,10/07/2023,Non requis,Non,,Blanc Pur,,5,5,4,18 m,Moyen Coffre,5 CV,EURO6,1,,251
25 570 €,FORD PUMA II,Hybrides,Manuelle,40 145 km,2021,68 ‌,1,125,https://image-annonce.lacentrale.fr/480x369/E112288802_STANDARD_0.jpg?version=1683888571,France,20/08/2021,Non requis,Non,,Bleu,,5,5,4,19 m,Moyen Coffre,6 CV,EURO6,1,,251
24 820 €,RENAULT GRAND SCENIC IV,Diesel,Manuelle,43 945 km,2021,37 ‌,1.7,120,https://image-annonce.lacentrale.fr/480x369/E112287338_STANDARD_0.jpg?version=1683887520,France,18/07/2021,Non requis,Oui,,Gris,DRAP,5,7,4,64 m,Petit coffre,6 CV,EURO6,2,C,251
32 010 €,RENAULT ARKANA,Hybrides,Automatique,36 545 km,2022,44 ‌,1.6,145,https://image-annonce.lacentrale.fr/480x369/E112288700_STANDARD_0.jpg?version=1683880011,France,28/07/2022,Non requis,Non,,Noir Métal,,5,5,4,57 m,Moyen Coffre,5 CV,EURO6,1,,251
