model,annee,mise_en_circulation,kilometrage,energie,boite,nb_portes,nb_places,premiere_main,puissance,departement
475.0,2019,2019,48371,0.0,2.0,5,5,0.0,150.0,69
360.0,2022,2022,11061,0.0,1.0,5,7,1.0,131.0,24
265.0,2020,2020,32182,0.0,1.0,5,5,0.0,150.0,24
140.0,2018,2018,118162,0.0,1.0,5,7,1.0,120.0,31
81.0,2019,2019,48734,2.0,1.0,5,5,0.0,136.0,72
26.0,2017,2017,65307,0.0,1.0,4,5,1.0,150.0,35
396.0,2007,2007,172385,2.0,2.0,3,5,0.0,197.0,31
40.0,2022,2022,21486,0.0,1.0,5,5,1.0,163.0,31
38.0,2022,2022,18876,2.0,1.0,5,5,1.0,150.0,30
262.0,2019,2020,68856,0.0,1.0,5,5,1.0,109.0,35
409.0,2016,2016,58540,2.0,2.0,3,5,0.0,265.0,51
157.0,2018,2018,61405,2.0,2.0,3,5,0.0,110.0,42
171.0,2022,2022,107,1.0,1.0,2,2,0.0,118.0,24
421.0,2022,2022,3469,2.0,1.0,5,5,0.0,110.0,94
327.0,2019,2019,25029,2.0,2.0,5,5,1.0,101.0,35
115.0,1961,1961,55350,2.0,2.0,2,3,0.0,270.0,67
365.0,2022,2022,7,1.0,1.0,4,6,1.0,136.0,13
130.0,2016,2016,38788,2.0,2.0,5,5,1.0,95.0,24
300.0,2019,2019,75664,0.0,2.0,5,5,0.0,150.0,75
8.0,2020,2020,26169,0.0,1.0,5,5,0.0,190.0,30
69.0,2022,2022,13601,2.0,1.0,5,5,0.0,136.0,78
121.0,2020,2020,83895,2.0,2.0,5,5,0.0,110.0,33
168.0,2020,2020,35758,0.0,1.0,5,5,0.0,120.0,30
467.0,2021,2021,14708,0.0,1.0,5,5,0.0,95.0,14
470.0,2017,2017,96236,0.0,2.0,5,7,1.0,150.0,51
394.0,2019,2019,47536,2.0,2.0,5,5,1.0,90.0,24
351.0,2020,2020,74011,2.0,2.0,5,5,1.0,110.0,11
277.0,2013,2014,180902,0.0,1.0,4,4,0.0,265.0,63
237.0,2019,2019,73383,0.0,1.0,5,5,0.0,150.0,66
350.0,2019,2019,90720,2.0,1.0,5,5,0.0,165.0,47
241.0,2019,2019,106800,2.0,1.0,5,5,0.0,380.0,24
232.0,2019,2019,36867,2.0,2.0,5,5,1.0,90.0,24
393.0,2022,2022,11,2.0,2.0,5,5,0.0,90.0,78
402.0,2017,2017,165980,0.0,2.0,5,5,0.0,130.0,81
75.0,2020,2020,36704,0.0,1.0,5,7,0.0,150.0,83
196.0,1956,1956,70200,2.0,1.0,2,3,0.0,245.0,67
256.0,2020,2021,11888,2.0,2.0,2,3,1.0,184.0,71
136.0,2019,2019,118792,0.0,1.0,5,5,0.0,163.0,84
392.0,2018,2018,41874,2.0,2.0,5,5,1.0,90.0,24
284.0,2019,2019,90287,0.0,1.0,5,5,0.0,259.0,61
15.0,2022,2022,7332,2.0,1.0,5,5,1.0,110.0,94
363.0,2020,2020,35057,0.0,2.0,4,3,1.0,130.0,35
346.0,2022,2022,8984,2.0,2.0,5,5,1.0,100.0,17
402.0,2022,2022,12,2.0,2.0,5,5,1.0,140.0,78
386.0,2020,2020,18974,2.0,1.0,5,5,1.0,354.0,27
327.0,2020,2020,21959,2.0,2.0,5,5,1.0,90.0,26
351.0,2020,2020,121331,0.0,1.0,5,5,1.0,130.0,78
48.0,2014,2014,106140,2.0,1.0,5,5,1.0,450.0,74
393.0,2022,2022,11,2.0,2.0,5,5,0.0,90.0,78
241.0,2019,2019,60096,2.0,1.0,5,5,0.0,220.2,61
360.0,2020,2020,18846,2.0,1.0,5,7,1.0,180.0,78
350.0,2018,2019,134665,0.0,1.0,5,5,1.0,130.640625,77
456.0,2010,2010,107761,0.0,2.0,3,5,0.0,110.0,33
234.0,2007,2007,244260,0.0,2.0,5,9,0.0,122.0,24
471.0,2021,2021,16864,2.0,2.0,5,5,1.0,116.0,62
35.0,2019,2019,46010,0.0,1.0,4,5,1.0,286.0,1
249.0,2017,2017,150208,0.0,2.0,5,5,1.0,105.0,95
372.0,2020,2020,27724,2.0,1.0,2,4,1.0,450.0,27
363.0,2020,2020,78200,0.0,2.0,4,3,1.0,131.0,24
174.0,2018,2019,116953,0.0,2.0,4,3,1.0,115.0,24
161.0,2019,2019,52319,0.0,1.0,5,5,0.0,180.0,61
329.0,2020,2020,41876,0.0,2.0,5,5,1.0,102.0,27
156.0,2022,2022,25,2.0,1.0,4,3,1.0,702.0,67
456.0,2021,2021,20802,0.0,1.0,5,5,1.0,150.0,76
301.0,2013,2013,128230,2.0,2.0,3,4,0.0,98.0,33
327.0,2021,2021,32981,0.0,2.0,5,5,0.0,102.0,61
6.0,2010,2010,129564,2.0,2.0,3,4,0.0,155.0,75
406.0,2018,2018,95414,0.0,2.0,5,5,1.0,175.0,71
67.0,2018,2018,109628,0.0,2.0,5,5,1.0,116.0,31
329.0,2018,2018,75405,0.0,2.0,5,5,0.0,99.0,82
453.0,2014,2015,130198,2.0,1.0,3,4,0.0,160.0,92
394.0,2019,2019,66480,2.0,2.0,5,5,1.0,90.0,11
147.0,2017,2017,65339,0.0,2.0,5,5,0.0,110.0,14
394.0,2022,2022,11,2.0,2.0,5,5,0.0,90.0,35
408.0,2021,2022,31310,2.0,2.0,5,5,1.0,116.0,84
193.0,1967,1967,58000,2.0,1.0,2,4,0.0,290.0,67
343.0,2021,2021,27674,0.0,2.0,5,5,0.0,100.0,82
316.0,2017,2017,82215,0.0,2.0,4,4,1.0,144.0,36
360.0,2019,2019,116317,0.0,1.0,5,7,0.0,180.0,94
90.0,2000,2000,120488,2.0,2.0,4,5,1.0,400.0,75
284.0,2021,2022,41140,0.0,1.0,5,5,0.0,245.0,24
343.0,2021,2021,21564,0.0,2.0,5,5,1.0,100.0,17
157.0,2018,2018,41020,0.0,2.0,3,5,0.0,99.0,61
101.0,2019,2019,62938,0.0,1.0,5,5,0.0,190.0,66
69.0,2022,2022,19398,0.0,1.0,5,5,0.0,190.0,72
472.0,2020,2020,43354,2.0,1.0,5,5,0.0,150.0,64
336.0,2015,2015,110009,0.0,2.0,5,5,0.0,130.0,38
47.0,2012,2012,113921,2.0,1.0,5,5,0.0,340.0,74
326.0,2019,2019,52569,0.0,2.0,4,2,0.0,95.0,61
423.0,2020,2020,22397,2.0,2.0,5,5,0.0,80.0,30
100.0,2020,2020,70788,0.0,1.0,5,5,1.0,190.0,57
466.0,2018,2018,148163,0.0,1.0,5,5,0.0,120.0,72
386.0,2015,2016,217338,0.0,1.0,5,5,1.0,258.0,25
104.0,2022,2022,4282,0.0,1.0,5,5,0.0,286.0,47
456.0,2020,2020,16503,2.0,1.0,5,5,0.0,150.0,94
169.0,2021,2021,11,2.0,2.0,3,3,0.0,67.6086956521739,33
475.0,2020,2020,47016,2.0,1.0,5,5,1.0,150.0,78
253.0,2011,2011,85944,2.0,2.0,2,3,0.0,160.0,71
112.0,2015,2015,34001,2.0,2.0,2,4,0.0,432.0,67
339.0,2017,2017,36333,2.0,2.0,5,4,0.0,82.0,40
327.0,2022,2022,3733,2.0,2.0,5,5,1.0,101.0,27
149.0,2014,2014,147342,0.0,2.0,5,5,0.0,90.0,14
402.0,2022,2022,12,2.0,2.0,5,5,0.0,140.0,35
87.0,2017,2017,94600,0.0,1.0,5,5,0.0,258.0,59
215.0,2014,2014,44191,2.0,2.0,2,2,0.0,340.0,33
393.0,2022,2022,3966,2.0,1.0,5,5,1.0,140.0,24
394.0,2022,2023,13,2.0,2.0,5,5,0.0,90.0,35
341.0,2018,2019,45142,2.0,1.0,5,5,1.0,110.0,24
238.0,2020,2020,41470,0.0,1.0,5,5,0.0,180.0,69
366.0,2016,2017,130831,0.0,2.0,4,5,1.0,90.0,24
433.0,2022,2022,22200,0.0,1.0,5,5,1.0,150.0,25
77.0,2008,2008,83114,2.0,2.0,2,4,0.0,170.0,28
393.0,2022,2023,118,2.0,1.0,5,5,0.0,140.0,29
459.0,2015,2015,81637,0.0,2.0,2,4,1.0,105.0,55
214.0,2019,2019,39007,0.0,1.0,5,5,1.0,180.0,95
161.0,2019,2019,73106,2.0,1.0,5,5,0.0,225.0,33
484.0,2018,2018,37560,0.0,2.0,5,5,0.0,120.0,6
346.0,2021,2021,11477,2.0,2.0,5,5,0.0,100.0,94
319.0,2019,2019,32343,2.0,2.0,5,5,1.0,115.0,66
372.0,2008,2009,102724,2.0,1.0,2,4,0.0,480.0,51
237.0,2018,2018,42783,0.0,2.0,5,5,0.0,150.0,66
413.0,2016,2016,118231,0.0,1.0,5,5,0.0,110.0,11
354.0,2019,2019,60156,0.0,2.0,5,5,1.0,102.0,24
22.0,2019,2019,57988,0.0,1.0,5,5,1.0,150.0,57
50.0,2009,2009,181250,2.0,1.0,5,5,0.0,579.0,69
126.0,2020,2020,18664,2.0,2.0,5,5,0.0,110.0,47
80.0,2020,2020,22251,0.0,1.0,4,5,0.0,190.0,82
486.0,2021,2021,12512,2.0,1.0,5,5,1.0,163.0,95
404.0,2019,2019,97675,0.0,2.0,4,2,1.0,90.0,36
8.0,2022,2022,3420,0.0,1.0,5,5,1.0,190.0,49
305.0,2017,2017,66104,2.0,2.0,3,4,0.0,102.0,94
349.0,2018,2018,92380,2.0,2.0,5,5,0.0,130.0,27
465.0,2020,2020,20360,2.0,2.0,5,5,0.0,115.0,17
158.0,2019,2019,72950,2.0,2.0,2,5,0.0,110.0,33
256.0,2017,2017,52800,2.0,2.0,2,2,0.0,160.0,69
308.0,2019,2019,81241,0.0,1.0,5,5,0.0,190.0,17
67.0,2018,2018,76796,0.0,2.0,5,5,1.0,95.0,24
456.0,2019,2019,76917,0.0,2.0,5,5,1.0,116.0,35
294.0,2007,2007,99960,2.0,1.0,2,2,0.0,272.0,74
376.0,2015,2015,51480,2.0,1.0,2,4,1.0,560.0,27
421.0,2020,2020,40608,2.0,1.0,5,5,0.0,115.0,33
202.0,2012,2012,101884,2.0,2.0,5,5,0.0,77.0,28
168.0,2019,2019,37827,2.0,2.0,2,4,1.0,85.0,78
346.0,2022,2022,11,0.0,2.0,5,5,1.0,100.0,71
161.0,2020,2020,38288,0.0,1.0,5,5,0.0,180.0,33
351.0,2019,2019,68632,0.0,2.0,5,5,1.0,100.0,27
262.0,2019,2019,68400,0.0,1.0,5,5,1.0,136.0,92
233.0,2020,2020,10364,2.0,2.0,5,5,0.0,120.0,95
394.0,2022,2022,115,2.0,2.0,5,5,0.0,90.0,29
327.0,2020,2020,25214,2.0,2.0,5,5,0.0,90.0,13
392.0,2016,2017,104797,0.0,2.0,5,5,0.0,90.0,24
284.0,2018,2018,93252,0.0,1.0,5,5,0.0,204.0,24
130.0,2012,2012,142528,2.0,2.0,5,5,0.0,120.0,80
360.0,2021,2021,10449,0.0,1.0,5,7,1.0,130.0,17
456.0,2020,2020,35090,0.0,1.0,5,5,1.0,150.0,63
337.0,2022,2022,6971,1.0,1.0,5,5,1.0,136.0,7
133.0,2017,2017,81344,0.0,2.0,5,5,0.0,114.0,84
255.0,2018,2019,35218,2.0,1.0,2,3,1.0,160.0,71
246.0,2022,2022,4060,2.0,1.0,5,5,0.0,186.0,71
127.0,2021,2021,25870,2.0,2.0,5,5,0.0,110.0,13
126.0,2022,2022,14041,2.0,2.0,5,5,1.0,83.0,24
420.0,2016,2016,53119,1.0,1.0,5,5,0.0,59.0,72
120.0,2019,2019,78282,2.0,2.0,5,5,1.0,110.0,30
266.0,2018,2018,23762,2.0,2.0,5,5,1.0,156.0,35
137.0,2021,2021,25309,2.0,1.0,5,5,1.0,131.0,91
375.0,2017,2017,57750,2.0,1.0,2,4,0.0,420.0,33
466.0,2017,2017,117668,0.0,1.0,5,5,1.0,120.0,35
424.0,2018,2018,61396,0.0,1.0,5,5,0.0,150.0,6
360.0,2022,2022,6115,0.0,1.0,5,7,1.0,130.0,17
104.0,2020,2020,79394,0.0,1.0,5,5,1.0,190.0,24
450.0,2020,2021,15858,0.0,2.0,5,5,1.0,150.0,55
30.0,2015,2015,95805,0.0,1.0,2,4,1.0,177.0,55
305.0,2020,2020,28995,2.0,1.0,3,4,1.0,136.0,35
237.0,2018,2018,101329,0.0,1.0,5,2,1.0,150.0,57
184.0,2020,2020,23805,2.0,2.0,5,5,1.0,70.0,35
93.0,2018,2018,53211,0.0,1.0,4,5,0.0,190.0,13
364.0,2021,2021,24056,1.0,1.0,5,5,0.0,136.0,82
38.0,2019,2019,93949,0.0,1.0,5,5,1.0,190.0,57
253.0,2012,2012,72670,2.0,2.0,2,3,0.0,126.0,71
270.0,2018,2018,30738,2.0,1.0,4,5,1.0,510.0,67
350.0,2019,2019,64312,2.0,2.0,5,5,1.0,131.0,35
329.0,2018,2018,30732,2.0,2.0,5,5,1.0,81.0,14
134.0,2021,2021,24088,0.0,2.0,5,5,1.0,102.0,69
169.0,2021,2021,13040,2.0,2.0,3,4,0.0,69.0,34
264.0,2008,2008,137376,0.0,1.0,5,5,0.0,224.0,28
137.0,2022,2022,9127,2.0,2.0,5,5,0.0,129.7,94
83.0,2020,2020,84802,0.0,1.0,5,5,1.0,150.0,78
480.0,2016,2016,86774,0.0,1.0,2,3,0.0,180.0,74
302.0,2013,2013,113544,0.0,1.0,2,4,0.0,112.0,95
427.0,2018,2018,27775,2.0,2.0,5,5,1.0,60.0,78
350.0,2022,2022,11,0.0,1.0,5,5,0.0,130.0,81
80.0,2018,2018,55280,2.0,2.0,4,5,0.0,136.0,66
214.0,2019,2019,79925,0.0,1.0,5,3,1.0,233.75,38
325.0,2019,2020,35963,0.0,1.0,5,5,1.0,136.0,26
466.0,2018,2018,70806,2.0,1.0,5,5,1.0,150.0,35
127.0,2018,2018,113460,0.0,2.0,5,5,1.0,99.0,31
319.0,2019,2019,29963,2.0,2.0,5,5,0.0,115.0,72
343.0,2021,2021,13065,0.0,2.0,5,5,0.0,102.0,24
284.0,2018,2018,135488,0.0,1.0,5,5,0.0,204.0,62
339.0,2022,2022,15495,2.0,2.0,5,4,0.0,72.0,13
361.0,2020,2021,35271,0.0,1.0,5,5,0.0,160.0,68
126.0,2019,2019,60915,0.0,2.0,5,5,1.0,75.0,38
350.0,2020,2020,35986,0.0,1.0,5,5,0.0,130.0,72
41.0,2022,2023,2420,0.0,1.0,5,5,1.0,204.0,1
341.0,2020,2020,34794,2.0,2.0,5,5,0.0,82.0,82
402.0,2019,2019,108686,0.0,2.0,5,5,0.0,110.0,47
325.0,2021,2021,36249,0.0,1.0,5,5,0.0,122.0,82
207.0,2022,2022,1330,1.0,1.0,5,5,0.0,136.0,39
354.0,2021,2021,44705,0.0,1.0,5,5,1.0,131.0,78
346.0,2021,2021,3215,2.0,2.0,5,5,1.0,100.0,31
131.0,2018,2018,132521,0.0,2.0,5,2,1.0,120.0,69
105.0,2018,2018,89988,0.0,1.0,5,5,1.0,258.0,57
93.0,2018,2019,72267,0.0,1.0,4,5,0.0,265.0,95
144.0,2022,2022,11,0.0,2.0,4,3,0.0,150.0,17
200.0,2017,2017,126176,0.0,2.0,5,5,0.0,160.0,6
40.0,2018,2018,106549,0.0,1.0,5,5,1.0,286.0,57
266.0,2018,2018,90480,0.0,2.0,5,5,0.0,109.0,66
423.0,2019,2019,72384,2.0,2.0,5,5,0.0,95.0,81
420.0,2019,2019,20870,1.0,1.0,5,5,0.0,92.0,17
372.0,2007,2007,80613,2.0,2.0,2,4,0.0,355.0,74
467.0,2020,2020,27152,0.0,2.0,5,5,1.0,95.0,76
128.0,2016,2016,61444,0.0,2.0,5,2,1.0,75.0,94
313.0,2022,2022,7680,2.0,2.0,5,5,1.0,114.0,61
110.0,2011,2011,84680,2.0,1.0,2,2,1.0,306.0,60
265.0,2014,2014,148108,0.0,1.0,5,5,0.0,136.0,28
137.0,2020,2020,42506,2.0,1.0,5,5,0.0,181.0,47
478.0,2021,2021,52886,0.0,1.0,5,5,1.0,422.0,67
305.0,2021,2021,7658,1.0,1.0,3,4,0.0,184.0,17
355.0,2020,2020,43531,2.0,2.0,5,5,0.0,130.0,69
351.0,2021,2021,7505,0.0,2.0,5,5,0.0,130.0,91
473.0,2022,2022,10146,2.0,1.0,5,5,1.0,150.0,30
467.0,2018,2018,7812,0.0,2.0,5,2,1.0,90.0,76
171.0,2022,2022,121,1.0,1.0,2,5,0.0,95.0,24
135.0,2015,2015,170483,0.0,2.0,5,5,0.0,114.0,80
351.0,2022,2022,12677,2.0,2.0,5,5,1.0,110.0,94
394.0,2022,2023,106,2.0,1.0,5,5,0.0,90.0,29
0.0,2018,2018,46980,2.0,2.0,3,4,0.0,180.0,33
350.0,2019,2019,77082,0.0,1.0,5,5,1.0,131.0,69
407.0,2018,2018,90238,0.0,2.0,4,3,0.0,145.0,68
384.0,2017,2017,56173,2.0,2.0,3,2,0.0,385.0,59
306.0,2019,2019,48285,2.0,1.0,5,5,1.0,102.0,69
394.0,2017,2017,60946,0.0,2.0,5,5,1.0,90.0,69
79.0,2008,2008,138324,2.0,1.0,2,4,0.0,306.0,6
354.0,2018,2018,96667,0.0,2.0,5,5,0.0,120.0,24
428.0,2022,2022,15691,2.0,2.0,5,5,1.0,95.0,30
350.0,2020,2020,35305,2.0,1.0,5,5,0.0,130.0,24
354.0,2022,2022,6960,2.0,2.0,5,5,0.0,130.0,33
341.0,2008,2008,127656,2.0,2.0,3,5,0.0,150.0,74
401.0,2010,2010,224082,0.0,2.0,5,5,0.0,110.0,95
254.0,2017,2018,19481,2.0,2.0,2,3,0.0,160.0,71
307.0,2017,2017,94026,0.0,2.0,2,4,0.0,116.0,59
245.0,2021,2022,177,2.0,1.0,4,5,1.0,430.0,51
351.0,2020,2020,63618,0.0,2.0,5,5,1.0,130.0,69
446.0,2022,2022,14652,2.0,2.0,5,4,0.0,72.0,75
305.0,2019,2019,33850,2.0,1.0,3,4,0.0,136.0,92
151.0,2018,2018,61171,2.0,2.0,4,5,1.0,90.0,69
258.0,2012,2012,118290,2.0,1.0,2,4,0.0,435.0,95
341.0,2020,2020,44222,2.0,2.0,5,5,1.0,68.0,33
386.0,2016,2017,121695,2.0,1.0,5,5,1.0,340.0,74
201.0,2018,2018,72529,2.0,1.0,5,5,1.0,102.0,14
126.0,2020,2020,28077,2.0,2.0,5,5,0.0,110.0,24
404.0,2018,2018,81644,0.0,2.0,4,2,1.0,90.0,24
173.0,2010,2010,149500,0.0,2.0,5,5,0.0,84.0,14
40.0,2019,2019,57780,0.0,1.0,5,5,1.0,190.0,35
140.0,2017,2017,105098,0.0,1.0,5,7,0.0,120.0,82
306.0,2019,2019,26937,2.0,2.0,5,5,0.0,102.0,31
393.0,2022,2022,11,2.0,1.0,5,5,1.0,140.0,49
472.0,2019,2019,100583,0.0,1.0,5,5,1.0,150.0,57
199.0,2019,2019,83821,0.0,2.0,4,2,0.0,95.0,14
287.0,2018,2018,141972,0.0,1.0,5,5,0.0,204.0,51
341.0,2020,2020,44994,2.0,2.0,5,5,1.0,82.0,33
360.0,2020,2020,37488,0.0,1.0,5,7,1.0,180.0,17
489.0,2017,2017,73591,0.0,1.0,5,7,1.0,225.0,78
238.0,2020,2020,46509,0.0,1.0,5,5,0.0,180.0,66
126.0,2019,2020,27376,2.0,2.0,5,5,1.0,83.0,84
408.0,2019,2019,50193,0.0,2.0,5,5,0.0,110.0,82
127.0,2020,2020,80972,2.0,1.0,5,5,0.0,110.0,47
93.0,2020,2020,38440,0.0,1.0,4,5,1.0,190.0,74
161.0,2020,2020,24460,2.0,1.0,5,5,0.0,225.0,94
421.0,2020,2020,16594,0.0,1.0,5,5,1.0,95.0,55
38.0,2022,2022,4563,2.0,1.0,5,5,1.0,150.0,17
228.0,2019,2020,33356,2.0,2.0,5,5,1.0,67.0,71
28.0,2018,2018,94447,0.0,1.0,2,4,0.0,190.0,95
214.0,2020,2021,52395,2.0,1.0,5,5,0.0,550.0,78
288.0,2019,2019,54720,2.0,1.0,5,5,1.0,510.0,24
22.0,2019,2019,58414,0.0,1.0,5,5,1.0,150.0,69
475.0,2021,2021,38368,0.0,1.0,5,5,0.0,150.0,69
343.0,2021,2021,11970,2.0,2.0,5,5,0.0,130.0,72
306.0,2019,2019,50464,2.0,1.0,5,5,1.0,102.0,59
312.0,2015,2015,141120,0.0,2.0,5,5,0.0,110.0,24
284.0,2020,2020,28094,2.0,1.0,5,5,1.0,156.0,95
87.0,2018,2018,55989,0.0,1.0,5,5,1.0,258.0,57
13.0,2017,2017,127114,0.0,2.0,3,4,1.0,90.0,24
476.0,2019,2019,63178,0.0,1.0,5,7,0.0,190.0,95
486.0,2020,2020,39576,0.0,1.0,5,5,1.0,150.0,60
184.0,2020,2020,37751,2.0,2.0,5,5,1.0,86.0,69
456.0,2018,2019,78334,0.0,1.0,5,5,0.0,150.0,60
425.0,2015,2015,111204,0.0,2.0,3,5,0.0,184.0,94
475.0,2018,2018,63137,0.0,1.0,5,5,0.0,190.0,1
479.0,2012,2012,89689,0.0,2.0,5,5,1.0,105.0,55
67.0,2019,2019,102555,0.0,1.0,5,5,0.0,116.0,63
475.0,2018,2019,136440,0.0,2.0,5,5,0.0,150.0,24
350.0,2018,2018,81420,0.0,1.0,5,5,0.0,120.0,27
350.0,2021,2021,25936,0.0,1.0,5,5,0.0,180.0,81
78.0,2011,2011,102777,2.0,1.0,2,4,0.0,420.0,77
140.0,2018,2018,64782,0.0,1.0,5,7,0.0,120.0,60
233.0,2021,2021,29032,0.0,1.0,5,5,0.0,115.0,26
25.0,2014,2014,103933,0.0,2.0,5,5,1.0,177.0,55
248.0,2015,2015,107946,0.0,1.0,5,5,0.0,175.0,33
184.0,2019,2019,93861,0.0,2.0,3,5,1.0,85.0,26
365.0,2018,2018,61227,0.0,1.0,4,3,0.0,179.0,11
323.0,2019,2019,87052,0.0,2.0,5,5,1.0,110.0,26
100.0,2019,2019,33300,2.0,2.0,5,5,1.0,140.0,31
305.0,2018,2018,91008,0.0,2.0,3,4,1.0,95.0,57
38.0,2014,2014,91728,2.0,2.0,5,5,0.0,225.0,59
456.0,2021,2021,20342,0.0,2.0,5,5,1.0,116.0,30
474.0,2015,2016,82005,0.0,1.0,5,5,1.0,177.0,55
132.0,2022,2022,1,2.0,2.0,5,5,1.0,131.0,42
427.0,2021,2021,11929,2.0,2.0,5,5,0.0,110.0,64
350.0,2019,2019,81197,0.0,1.0,5,5,1.0,120.0,47
132.0,2022,2022,6010,0.0,1.0,5,5,0.0,131.0,30
15.0,2022,2022,4329,2.0,1.0,5,5,0.0,150.0,17
127.0,2019,2019,37005,2.0,2.0,5,5,1.0,110.0,24
148.0,2022,2022,63,2.0,2.0,5,3,0.0,74.16666666666667,33
195.0,2022,2022,11,2.0,2.0,5,5,0.0,155.0,69
137.0,2022,2022,11025,2.0,2.0,5,5,0.0,129.7,94
137.0,2021,2021,28314,0.0,1.0,5,5,0.0,178.0,33
165.0,1993,1992,44146,2.0,2.0,2,2,0.0,390.0,62
129.0,2019,2019,89666,0.0,2.0,5,2,1.0,99.0,78
421.0,2022,2022,10194,2.0,1.0,5,5,1.0,110.0,30
408.0,2020,2020,29194,0.0,2.0,5,5,1.0,95.0,35
104.0,2022,2022,5501,0.0,1.0,5,5,0.0,286.0,47
474.0,2013,2014,95969,0.0,1.0,5,5,1.0,177.0,55
261.0,2020,2020,16218,2.0,1.0,4,5,0.0,381.0,61
419.0,2020,2020,26789,2.0,2.0,5,4,1.0,93.0,17
216.0,2020,2020,20860,2.0,1.0,3,2,0.0,575.0,78
446.0,2020,2020,30731,2.0,2.0,5,4,1.0,69.0,31
267.0,2020,2020,48409,0.0,1.0,4,5,1.0,195.0,69
70.0,2019,2019,53910,2.0,1.0,2,4,0.0,184.0,31
350.0,2019,2019,45844,0.0,2.0,5,5,0.0,130.0,31
169.0,2021,2021,14389,2.0,2.0,3,4,1.0,69.0,63
283.0,2020,2020,26191,0.0,1.0,2,4,1.0,194.0,78
142.0,2019,2019,134464,0.0,2.0,4,3,1.0,131.0,24
422.0,2022,2023,12,0.0,1.0,5,5,0.0,150.0,78
314.0,2022,2022,11,1.0,1.0,5,5,1.0,122.0,61
148.0,2022,2022,12,0.0,2.0,5,5,0.0,115.0,71
81.0,2018,2018,83841,0.0,1.0,5,5,1.0,163.0,55
308.0,2018,2018,97256,0.0,1.0,5,5,1.0,150.0,57
126.0,2022,2022,1,2.0,2.0,5,5,1.0,110.0,13
211.0,2020,2020,28750,2.0,1.0,5,5,1.0,177.0,47
272.0,2019,2019,77383,0.0,1.0,2,4,1.0,204.0,69
265.0,2020,2020,24727,2.0,2.0,5,5,0.0,109.0,66
11.0,2018,2018,21924,2.0,1.0,3,2,0.0,426.0,31
306.0,2016,2016,201250,0.0,1.0,5,5,0.0,170.0,77
471.0,2021,2021,17331,2.0,2.0,5,5,1.0,115.0,69
211.0,2019,2019,70518,0.0,1.0,5,5,1.0,141.0,33
38.0,2019,2019,154440,0.0,1.0,5,5,1.0,116.0,24
184.0,2020,2020,21540,2.0,2.0,5,5,1.0,85.0,78
36.0,2020,2020,76260,0.0,1.0,5,5,1.0,231.0,47
306.0,2016,2016,47600,2.0,1.0,5,5,0.0,192.0,94
22.0,2019,2019,148868,0.0,1.0,5,5,0.0,150.0,95
80.0,2016,2016,105791,0.0,1.0,4,5,0.0,126.42857142857144,60
347.0,2019,2019,44595,0.0,2.0,5,2,1.0,75.0,69
212.0,2018,2018,79500,0.0,2.0,4,3,1.0,156.0,24
103.0,2017,2017,153890,0.0,1.0,5,5,1.0,190.0,57
343.0,2022,2022,1,2.0,1.0,5,5,1.0,130.0,42
475.0,2017,2017,131023,0.0,2.0,5,5,1.0,150.0,57
100.0,2018,2018,36816,0.0,1.0,5,5,1.0,150.0,60
180.0,2020,2020,40421,0.0,2.0,5,5,0.0,120.0,34
421.0,2022,2023,122,2.0,1.0,5,5,0.0,110.0,29
421.0,2020,2020,30991,2.0,2.0,5,5,1.0,116.0,31
216.0,2018,2018,45100,2.0,1.0,3,2,1.0,575.0,67
360.0,2020,2020,39666,0.0,1.0,5,7,1.0,131.0,69
184.0,2020,2020,25711,2.0,2.0,5,5,1.0,71.0,69
22.0,2021,2021,14470,2.0,1.0,5,5,0.0,150.0,64
134.0,2020,2020,43133,0.0,2.0,5,5,1.0,102.0,24
168.0,2021,2021,25981,2.0,2.0,5,5,0.0,120.0,30
148.0,2020,2020,61032,0.0,2.0,5,5,0.0,115.0,95
15.0,2022,2022,6960,2.0,1.0,5,5,0.0,95.0,64
284.0,2016,2016,85859,0.0,1.0,5,5,0.0,136.0,24
286.0,2019,2019,94757,2.0,1.0,5,5,0.0,367.0,95
135.0,2016,2016,129901,0.0,2.0,5,5,0.0,114.0,84
100.0,2020,2021,64013,2.0,1.0,5,5,1.0,140.0,35
215.0,2018,2018,55310,2.0,1.0,2,2,0.0,576.0,95
350.0,2020,2020,136011,0.0,1.0,5,5,1.0,180.0,35
392.0,2018,2018,37080,0.0,2.0,5,5,1.0,90.0,24
155.0,2020,2020,14640,2.0,1.0,3,3,1.0,212.5,67
15.0,2021,2021,23948,2.0,1.0,5,5,1.0,110.0,31
299.0,2012,2012,131828,0.0,1.0,5,5,0.0,112.0,66
423.0,2012,2012,147060,0.0,2.0,5,5,0.0,75.0,28
327.0,2021,2021,53820,0.0,2.0,5,5,0.0,102.0,33
413.0,2018,2018,80550,0.0,2.0,5,5,1.0,110.0,38
434.0,2021,2021,24860,2.0,1.0,5,5,1.0,150.0,25
340.0,2007,2007,77761,2.0,1.0,3,4,0.0,109.0,77
126.0,2022,2023,1669,2.0,2.0,5,5,0.0,83.0,61
184.0,2020,2020,24291,2.0,2.0,5,5,1.0,85.0,35
312.0,2019,2019,81396,0.0,2.0,5,5,0.0,110.0,61
488.0,2019,2019,47201,2.0,1.0,5,5,1.0,161.0,69
15.0,2022,2022,7482,2.0,1.0,5,5,1.0,110.0,30
